Sexo;Nacionalidad;Edad;Número de delitos;Periodo;Total
Total;Total;71 y más años;Condenados con cuatro o más delitos;2018;27
Total;Total;71 y más años;Condenados con cuatro o más delitos;2017;25
Total;Total;71 y más años;Condenados con cuatro o más delitos;2016;25
Total;Total;71 y más años;Condenados con cuatro o más delitos;2015;12
Total;Total;71 y más años;Condenados con cuatro o más delitos;2014;10
Total;Total;71 y más años;Condenados con cuatro o más delitos;2013;18
Total;Española;Total ;Total;2021;212.259
Total;Española;Total ;Total;2020;165.928
Total;Española;Total ;Total;2019;215.287
Total;Española;Total ;Total;2018;218.695
Total;Española;Total ;Total;2017;220.562
Total;Española;Total ;Total;2016;208.564
Total;Española;Total ;Total;2015;170.818
Total;Española;Total ;Total;2014;166.755
Total;Española;Total ;Total;2013;164.789
Total;Española;Total ;Condenados con un delito;2021;158.702
Total;Española;Total ;Condenados con un delito;2020;127.079
Total;Española;Total ;Condenados con un delito;2019;163.555
Total;Española;Total ;Condenados con un delito;2018;168.602
Total;Española;Total ;Condenados con un delito;2017;172.062
Total;Española;Total ;Condenados con un delito;2016;165.120
Total;Española;Total ;Condenados con un delito;2015;137.297
Total;Española;Total ;Condenados con un delito;2014;135.606
Total;Española;Total ;Condenados con un delito;2013;135.728
Total;Española;Total ;Condenados con dos delitos;2021;33.896
Total;Española;Total ;Condenados con dos delitos;2020;25.425
Total;Española;Total ;Condenados con dos delitos;2019;33.173
Total;Española;Total ;Condenados con dos delitos;2018;32.280
Total;Española;Total ;Condenados con dos delitos;2017;31.686
Total;Española;Total ;Condenados con dos delitos;2016;29.026
Total;Española;Total ;Condenados con dos delitos;2015;23.706
Total;Española;Total ;Condenados con dos delitos;2014;22.310
Total;Española;Total ;Condenados con dos delitos;2013;21.007
Total;Española;Total ;Condenados con tres delitos;2021;10.568
Total;Española;Total ;Condenados con tres delitos;2020;7.375
Total;Española;Total ;Condenados con tres delitos;2019;9.913
Total;Española;Total ;Condenados con tres delitos;2018;9.601
Total;Española;Total ;Condenados con tres delitos;2017;9.220
Total;Española;Total ;Condenados con tres delitos;2016;8.144
Total;Española;Total ;Condenados con tres delitos;2015;5.997
Total;Española;Total ;Condenados con tres delitos;2014;5.508
Total;Española;Total ;Condenados con tres delitos;2013;5.074
Total;Española;Total ;Condenados con cuatro o más delitos;2021;9.093
Total;Española;Total ;Condenados con cuatro o más delitos;2020;6.049
Total;Española;Total ;Condenados con cuatro o más delitos;2019;8.646
Total;Española;Total ;Condenados con cuatro o más delitos;2018;8.212
Total;Española;Total ;Condenados con cuatro o más delitos;2017;7.594
Total;Española;Total ;Condenados con cuatro o más delitos;2016;6.274
Total;Española;Total ;Condenados con cuatro o más delitos;2015;3.818
Total;Española;Total ;Condenados con cuatro o más delitos;2014;3.331
Total;Española;Total ;Condenados con cuatro o más delitos;2013;2.980
Total;Española;De 18 a 20 años;Total;2021;16.797
Total;Española;De 18 a 20 años;Total;2020;13.178
Total;Española;De 18 a 20 años;Total;2019;17.543
Total;Española;De 18 a 20 años;Total;2018;18.720
Total;Española;De 18 a 20 años;Total;2017;19.518
Total;Española;De 18 a 20 años;Total;2016;18.358
Total;Española;De 18 a 20 años;Total;2015;14.862
Total;Española;De 18 a 20 años;Total;2014;14.264
Total;Española;De 18 a 20 años;Total;2013;13.919
Total;Española;De 18 a 20 años;Condenados con un delito;2021;12.491
Total;Española;De 18 a 20 años;Condenados con un delito;2020;10.167
Total;Española;De 18 a 20 años;Condenados con un delito;2019;13.541
Total;Española;De 18 a 20 años;Condenados con un delito;2018;14.572
Total;Española;De 18 a 20 años;Condenados con un delito;2017;15.464
Total;Española;De 18 a 20 años;Condenados con un delito;2016;14.719
Total;Española;De 18 a 20 años;Condenados con un delito;2015;12.030
Total;Española;De 18 a 20 años;Condenados con un delito;2014;11.676
Total;Española;De 18 a 20 años;Condenados con un delito;2013;11.892
Total;Española;De 18 a 20 años;Condenados con dos delitos;2021;2.660
Total;Española;De 18 a 20 años;Condenados con dos delitos;2020;1.968
Total;Española;De 18 a 20 años;Condenados con dos delitos;2019;2.619
Total;Española;De 18 a 20 años;Condenados con dos delitos;2018;2.602
Total;Española;De 18 a 20 años;Condenados con dos delitos;2017;2.582
Total;Española;De 18 a 20 años;Condenados con dos delitos;2016;2.403
Total;Española;De 18 a 20 años;Condenados con dos delitos;2015;2.000
Total;Española;De 18 a 20 años;Condenados con dos delitos;2014;1.800
Total;Española;De 18 a 20 años;Condenados con dos delitos;2013;1.488
Total;Española;De 18 a 20 años;Condenados con tres delitos;2021;889
Total;Española;De 18 a 20 años;Condenados con tres delitos;2020;547
Total;Española;De 18 a 20 años;Condenados con tres delitos;2019;770
Total;Española;De 18 a 20 años;Condenados con tres delitos;2018;811
Total;Española;De 18 a 20 años;Condenados con tres delitos;2017;794
Total;Española;De 18 a 20 años;Condenados con tres delitos;2016;685
Total;Española;De 18 a 20 años;Condenados con tres delitos;2015;510
Total;Española;De 18 a 20 años;Condenados con tres delitos;2014;463
Total;Española;De 18 a 20 años;Condenados con tres delitos;2013;337
Total;Española;De 18 a 20 años;Condenados con cuatro o más delitos;2021;757
Total;Española;De 18 a 20 años;Condenados con cuatro o más delitos;2020;496
Total;Española;De 18 a 20 años;Condenados con cuatro o más delitos;2019;613
Total;Española;De 18 a 20 años;Condenados con cuatro o más delitos;2018;735
Total;Española;De 18 a 20 años;Condenados con cuatro o más delitos;2017;678
Total;Española;De 18 a 20 años;Condenados con cuatro o más delitos;2016;551
Total;Española;De 18 a 20 años;Condenados con cuatro o más delitos;2015;322
Total;Española;De 18 a 20 años;Condenados con cuatro o más delitos;2014;325
Total;Española;De 18 a 20 años;Condenados con cuatro o más delitos;2013;202
Total;Española;De 21 a 25 años;Total;2021;26.638
Total;Española;De 21 a 25 años;Total;2020;20.807
Total;Española;De 21 a 25 años;Total;2019;27.865
Total;Española;De 21 a 25 años;Total;2018;29.629
Total;Española;De 21 a 25 años;Total;2017;30.518
Total;Española;De 21 a 25 años;Total;2016;29.616
Total;Española;De 21 a 25 años;Total;2015;24.921
Total;Española;De 21 a 25 años;Total;2014;24.850
Total;Española;De 21 a 25 años;Total;2013;24.453
Total;Española;De 21 a 25 años;Condenados con un delito;2021;19.590
Total;Española;De 21 a 25 años;Condenados con un delito;2020;15.644
Total;Española;De 21 a 25 años;Condenados con un delito;2019;20.819
Total;Española;De 21 a 25 años;Condenados con un delito;2018;22.428
Total;Española;De 21 a 25 años;Condenados con un delito;2017;23.487
Total;Española;De 21 a 25 años;Condenados con un delito;2016;23.240
Total;Española;De 21 a 25 años;Condenados con un delito;2015;19.910
Total;Española;De 21 a 25 años;Condenados con un delito;2014;20.043
Total;Española;De 21 a 25 años;Condenados con un delito;2013;20.051
Total;Española;De 21 a 25 años;Condenados con dos delitos;2021;4.327
Total;Española;De 21 a 25 años;Condenados con dos delitos;2020;3.287
Total;Española;De 21 a 25 años;Condenados con dos delitos;2019;4.419
Total;Española;De 21 a 25 años;Condenados con dos delitos;2018;4.566
Total;Española;De 21 a 25 años;Condenados con dos delitos;2017;4.409
Total;Española;De 21 a 25 años;Condenados con dos delitos;2016;4.126
Total;Española;De 21 a 25 años;Condenados con dos delitos;2015;3.445
Total;Española;De 21 a 25 años;Condenados con dos delitos;2014;3.367
Total;Española;De 21 a 25 años;Condenados con dos delitos;2013;3.088
Total;Española;De 21 a 25 años;Condenados con tres delitos;2021;1.430
Total;Española;De 21 a 25 años;Condenados con tres delitos;2020;1.043
Total;Española;De 21 a 25 años;Condenados con tres delitos;2019;1.419
Total;Española;De 21 a 25 años;Condenados con tres delitos;2018;1.430
Total;Española;De 21 a 25 años;Condenados con tres delitos;2017;1.382
Total;Española;De 21 a 25 años;Condenados con tres delitos;2016;1.294
Total;Española;De 21 a 25 años;Condenados con tres delitos;2015;889
Total;Española;De 21 a 25 años;Condenados con tres delitos;2014;858
Total;Española;De 21 a 25 años;Condenados con tres delitos;2013;824
Total;Española;De 21 a 25 años;Condenados con cuatro o más delitos;2021;1.291
Total;Española;De 21 a 25 años;Condenados con cuatro o más delitos;2020;833
Total;Española;De 21 a 25 años;Condenados con cuatro o más delitos;2019;1.208
Total;Española;De 21 a 25 años;Condenados con cuatro o más delitos;2018;1.205
Total;Española;De 21 a 25 años;Condenados con cuatro o más delitos;2017;1.240
Total;Española;De 21 a 25 años;Condenados con cuatro o más delitos;2016;956
Total;Española;De 21 a 25 años;Condenados con cuatro o más delitos;2015;677
Total;Española;De 21 a 25 años;Condenados con cuatro o más delitos;2014;582
Total;Española;De 21 a 25 años;Condenados con cuatro o más delitos;2013;490
Total;Española;De 26 a 30 años;Total;2021;26.242
Total;Española;De 26 a 30 años;Total;2020;20.414
Total;Española;De 26 a 30 años;Total;2019;27.191
Total;Española;De 26 a 30 años;Total;2018;28.071
Total;Española;De 26 a 30 años;Total;2017;28.628
Total;Española;De 26 a 30 años;Total;2016;28.112
Total;Española;De 26 a 30 años;Total;2015;23.778
Total;Española;De 26 a 30 años;Total;2014;23.565
Total;Española;De 26 a 30 años;Total;2013;23.852
Total;Española;De 26 a 30 años;Condenados con un delito;2021;19.046
Total;Española;De 26 a 30 años;Condenados con un delito;2020;15.282
Total;Española;De 26 a 30 años;Condenados con un delito;2019;20.035
Total;Española;De 26 a 30 años;Condenados con un delito;2018;21.053
Total;Española;De 26 a 30 años;Condenados con un delito;2017;21.724
Total;Española;De 26 a 30 años;Condenados con un delito;2016;21.747
Total;Española;De 26 a 30 años;Condenados con un delito;2015;18.817
Total;Española;De 26 a 30 años;Condenados con un delito;2014;18.811
Total;Española;De 26 a 30 años;Condenados con un delito;2013;19.427
Total;Española;De 26 a 30 años;Condenados con dos delitos;2021;4.406
Total;Española;De 26 a 30 años;Condenados con dos delitos;2020;3.228
Total;Española;De 26 a 30 años;Condenados con dos delitos;2019;4.375
Total;Española;De 26 a 30 años;Condenados con dos delitos;2018;4.366
Total;Española;De 26 a 30 años;Condenados con dos delitos;2017;4.359
Total;Española;De 26 a 30 años;Condenados con dos delitos;2016;4.118
Total;Española;De 26 a 30 años;Condenados con dos delitos;2015;3.454
Total;Española;De 26 a 30 años;Condenados con dos delitos;2014;3.332
Total;Española;De 26 a 30 años;Condenados con dos delitos;2013;3.160
Total;Española;De 26 a 30 años;Condenados con tres delitos;2021;1.432
Total;Española;De 26 a 30 años;Condenados con tres delitos;2020;1.031
Total;Española;De 26 a 30 años;Condenados con tres delitos;2019;1.407
Total;Española;De 26 a 30 años;Condenados con tres delitos;2018;1.423
Total;Española;De 26 a 30 años;Condenados con tres delitos;2017;1.381
Total;Española;De 26 a 30 años;Condenados con tres delitos;2016;1.274
Total;Española;De 26 a 30 años;Condenados con tres delitos;2015;910
Total;Española;De 26 a 30 años;Condenados con tres delitos;2014;890
Total;Española;De 26 a 30 años;Condenados con tres delitos;2013;777
Total;Española;De 26 a 30 años;Condenados con cuatro o más delitos;2021;1.358
Total;Española;De 26 a 30 años;Condenados con cuatro o más delitos;2020;873
Total;Española;De 26 a 30 años;Condenados con cuatro o más delitos;2019;1.374
Total;Española;De 26 a 30 años;Condenados con cuatro o más delitos;2018;1.229
Total;Española;De 26 a 30 años;Condenados con cuatro o más delitos;2017;1.164
Total;Española;De 26 a 30 años;Condenados con cuatro o más delitos;2016;973
Total;Española;De 26 a 30 años;Condenados con cuatro o más delitos;2015;597
Total;Española;De 26 a 30 años;Condenados con cuatro o más delitos;2014;532
Total;Española;De 26 a 30 años;Condenados con cuatro o más delitos;2013;488
Total;Española;De 31 a 35 años;Total;2021;26.436
Total;Española;De 31 a 35 años;Total;2020;21.211
Total;Española;De 31 a 35 años;Total;2019;27.232
Total;Española;De 31 a 35 años;Total;2018;28.553
Total;Española;De 31 a 35 años;Total;2017;28.958
Total;Española;De 31 a 35 años;Total;2016;28.090
Total;Española;De 31 a 35 años;Total;2015;23.822
Total;Española;De 31 a 35 años;Total;2014;24.150
Total;Española;De 31 a 35 años;Total;2013;23.981
Total;Española;De 31 a 35 años;Condenados con un delito;2021;18.865
Total;Española;De 31 a 35 años;Condenados con un delito;2020;15.638
Total;Española;De 31 a 35 años;Condenados con un delito;2019;19.830
Total;Española;De 31 a 35 años;Condenados con un delito;2018;21.149
Total;Española;De 31 a 35 años;Condenados con un delito;2017;21.814
Total;Española;De 31 a 35 años;Condenados con un delito;2016;21.776
Total;Española;De 31 a 35 años;Condenados con un delito;2015;18.676
Total;Española;De 31 a 35 años;Condenados con un delito;2014;19.353
Total;Española;De 31 a 35 años;Condenados con un delito;2013;19.457
Total;Española;De 31 a 35 años;Condenados con dos delitos;2021;4.546
Total;Española;De 31 a 35 años;Condenados con dos delitos;2020;3.433
Total;Española;De 31 a 35 años;Condenados con dos delitos;2019;4.488
Total;Española;De 31 a 35 años;Condenados con dos delitos;2018;4.592
Total;Española;De 31 a 35 años;Condenados con dos delitos;2017;4.523
Total;Española;De 31 a 35 años;Condenados con dos delitos;2016;4.082
Total;Española;De 31 a 35 años;Condenados con dos delitos;2015;3.595
Total;Española;De 31 a 35 años;Condenados con dos delitos;2014;3.355
Total;Española;De 31 a 35 años;Condenados con dos delitos;2013;3.204
Total;Española;De 31 a 35 años;Condenados con tres delitos;2021;1.551
Total;Española;De 31 a 35 años;Condenados con tres delitos;2020;1.176
Total;Española;De 31 a 35 años;Condenados con tres delitos;2019;1.447
Total;Española;De 31 a 35 años;Condenados con tres delitos;2018;1.455
Total;Española;De 31 a 35 años;Condenados con tres delitos;2017;1.391
Total;Española;De 31 a 35 años;Condenados con tres delitos;2016;1.238
Total;Española;De 31 a 35 años;Condenados con tres delitos;2015;947
Total;Española;De 31 a 35 años;Condenados con tres delitos;2014;879
Total;Española;De 31 a 35 años;Condenados con tres delitos;2013;794
Total;Española;De 31 a 35 años;Condenados con cuatro o más delitos;2021;1.474
Total;Española;De 31 a 35 años;Condenados con cuatro o más delitos;2020;964
Total;Española;De 31 a 35 años;Condenados con cuatro o más delitos;2019;1.467
Total;Española;De 31 a 35 años;Condenados con cuatro o más delitos;2018;1.357
Total;Española;De 31 a 35 años;Condenados con cuatro o más delitos;2017;1.230
Total;Española;De 31 a 35 años;Condenados con cuatro o más delitos;2016;994
Total;Española;De 31 a 35 años;Condenados con cuatro o más delitos;2015;604
Total;Española;De 31 a 35 años;Condenados con cuatro o más delitos;2014;563
Total;Española;De 31 a 35 años;Condenados con cuatro o más delitos;2013;526
Total;Española;De 36 a 40 años;Total;2021;27.769
Total;Española;De 36 a 40 años;Total;2020;22.123
Total;Española;De 36 a 40 años;Total;2019;28.685
Total;Española;De 36 a 40 años;Total;2018;29.088
Total;Española;De 36 a 40 años;Total;2017;29.568
Total;Española;De 36 a 40 años;Total;2016;27.745
Total;Española;De 36 a 40 años;Total;2015;23.645
Total;Española;De 36 a 40 años;Total;2014;23.001
Total;Española;De 36 a 40 años;Total;2013;22.864
Total;Española;De 36 a 40 años;Condenados con un delito;2021;20.038
Total;Española;De 36 a 40 años;Condenados con un delito;2020;16.419
Total;Española;De 36 a 40 años;Condenados con un delito;2019;21.206
Total;Española;De 36 a 40 años;Condenados con un delito;2018;21.828
Total;Española;De 36 a 40 años;Condenados con un delito;2017;22.565
Total;Española;De 36 a 40 años;Condenados con un delito;2016;21.564
Total;Española;De 36 a 40 años;Condenados con un delito;2015;18.831
Total;Española;De 36 a 40 años;Condenados con un delito;2014;18.634
Total;Española;De 36 a 40 años;Condenados con un delito;2013;18.622
Total;Española;De 36 a 40 años;Condenados con dos delitos;2021;4.767
Total;Española;De 36 a 40 años;Condenados con dos delitos;2020;3.683
Total;Española;De 36 a 40 años;Condenados con dos delitos;2019;4.666
Total;Española;De 36 a 40 años;Condenados con dos delitos;2018;4.547
Total;Española;De 36 a 40 años;Condenados con dos delitos;2017;4.491
